event_id,process_id,process_name,task_id,role,assignee_id,department,start_time,end_time,duration_minutes,expected_duration,is_delayed,status,cost_per_hour,cost
ev_002313,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-11-26T11:01:00,2024-11-26T12:45:00,104,90,0,completed,1200,2080.0
ev_002314,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-08-12T16:42:00,2024-08-12T17:39:00,57,120,0,in_progress,1000,950.0
ev_002315,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-09-14T15:58:00,2024-09-14T16:57:00,59,60,0,in_progress,800,786.67
ev_002316,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-01-16T09:40:00,2024-01-16T10:53:00,73,60,1,in_progress,1000,1216.67
ev_002317,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-05-18T12:19:00,2024-05-18T13:12:00,53,60,0,completed,1000,883.33
ev_002318,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-08-04T16:57:00,2024-08-04T18:20:00,83,120,0,in_progress,800,1106.67
ev_002319,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-03-13T10:07:00,2024-03-13T13:47:00,220,240,0,in_progress,800,2933.33
ev_002320,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-04-04T10:07:00,2024-04-04T11:32:00,85,60,1,in_progress,800,1133.33
ev_002321,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-01-16T12:31:00,2024-01-16T13:20:00,49,45,0,in_progress,1200,980.0
ev_002322,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-11-03T14:20:00,2024-11-03T15:28:00,68,60,0,completed,1200,1360.0
ev_002323,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-09-07T09:08:00,2024-09-07T09:49:00,41,45,0,completed,1200,820.0
ev_002324,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-07-20T10:42:00,2024-07-20T12:16:00,94,60,1,completed,800,1253.33
ev_002325,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-11-20T15:31:00,2024-11-20T16:54:00,83,90,0,blocked,1200,1660.0
ev_002326,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-12-30T18:20:00,2024-12-30T19:17:00,57,45,1,completed,800,760.0
ev_002327,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-03-12T13:06:00,2024-03-12T15:16:00,130,240,0,in_progress,1200,2600.0
ev_002328,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-01-29T13:58:00,2024-01-29T19:39:00,341,180,1,blocked,800,4546.67
ev_002329,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-05-12T15:29:00,2024-05-12T16:08:00,39,60,0,blocked,800,520.0
ev_002330,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-08-12T16:46:00,2024-08-12T20:34:00,228,240,0,blocked,1000,3800.0
ev_002331,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-07-01T17:19:00,2024-07-01T20:36:00,197,180,0,in_progress,1000,3283.33
ev_002332,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-04-28T15:32:00,2024-04-28T15:53:00,21,30,0,completed,800,280.0
ev_002333,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-08-03T09:55:00,2024-08-03T10:43:00,48,60,0,blocked,1200,960.0
ev_002334,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_004,dept_finance,2024-09-19T15:32:00,2024-09-19T15:53:00,21,30,0,completed,1200,420.0
ev_002335,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-09-02T16:30:00,2024-09-02T17:33:00,63,60,0,completed,1000,1050.0
ev_002336,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-03-03T15:44:00,2024-03-03T16:53:00,69,60,0,in_progress,1200,1380.0
ev_002337,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-09-04T16:03:00,2024-09-04T16:57:00,54,45,0,in_progress,1200,1080.0
ev_002338,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-05-22T14:31:00,2024-05-22T16:51:00,140,90,1,in_progress,1000,2333.33
ev_002339,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-10-28T09:19:00,2024-10-28T11:17:00,118,90,1,blocked,1200,2360.0
ev_002340,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-05-14T13:03:00,2024-05-14T14:09:00,66,60,0,blocked,1200,1320.0
ev_002341,proc_procurement,Закупка оборудования,req,IT Operations,emp_007,dept_itops,2024-01-25T16:38:00,2024-01-25T17:40:00,62,60,0,blocked,800,826.67
ev_002342,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-12-26T09:34:00,2024-12-26T13:15:00,221,240,0,blocked,1200,4420.0
ev_002343,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-11-29T12:24:00,2024-11-29T13:03:00,39,60,0,in_progress,1200,780.0
ev_002344,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-08-12T10:35:00,2024-08-12T11:47:00,72,60,0,in_progress,1000,1200.0
ev_002345,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-09-23T10:33:00,2024-09-23T13:30:00,177,120,1,completed,800,2360.0
ev_002346,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-10-02T17:42:00,2024-10-02T18:34:00,52,60,0,blocked,800,693.33
ev_002347,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-11-23T17:58:00,2024-11-23T18:43:00,45,45,0,in_progress,1200,900.0
ev_002348,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_006,dept_finance,2024-02-20T12:50:00,2024-02-20T13:14:00,24,60,0,in_progress,1000,400.0
ev_002349,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_004,dept_finance,2024-02-12T10:46:00,2024-02-12T11:08:00,22,30,0,in_progress,1000,366.67
ev_002350,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-11-08T15:53:00,2024-11-08T16:40:00,47,60,0,in_progress,1000,783.33
ev_002351,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-02-23T15:29:00,2024-02-23T16:03:00,34,60,0,in_progress,1000,566.67
ev_002352,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_006,dept_finance,2024-02-15T18:53:00,2024-02-15T19:32:00,39,60,0,blocked,1200,780.0
ev_002353,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-12-08T13:12:00,2024-12-08T16:37:00,205,180,0,completed,800,2733.33
ev_002354,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_001,dept_procurement,2024-05-07T16:08:00,2024-05-07T16:34:00,26,30,0,in_progress,1000,433.33
ev_002355,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-03-03T11:46:00,2024-03-03T12:20:00,34,45,0,in_progress,1200,680.0
ev_002356,proc_procurement,Закупка оборудования,payment,Finance,emp_004,dept_finance,2024-01-22T12:20:00,2024-01-22T14:42:00,142,60,1,completed,1000,2366.67
ev_002357,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-07-24T09:57:00,2024-07-24T10:29:00,32,30,0,in_progress,800,426.67
ev_002358,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-08-13T09:13:00,2024-08-13T11:12:00,119,120,0,blocked,1200,2380.0
ev_002359,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-04-17T13:15:00,2024-04-17T15:31:00,136,60,1,in_progress,1200,2720.0
ev_002360,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-07-06T18:18:00,2024-07-06T19:29:00,71,60,0,completed,800,946.67
ev_002361,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-05-02T17:31:00,2024-05-02T18:05:00,34,60,0,completed,800,453.33
ev_002362,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-07-20T18:39:00,2024-07-20T22:00:00,201,120,1,completed,1200,4020.0
ev_002363,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_mgr_002,dept_finance,2024-04-03T15:01:00,2024-04-03T15:43:00,42,30,1,blocked,1000,700.0
ev_002364,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-05-07T12:11:00,2024-05-07T12:59:00,48,90,0,in_progress,1000,800.0
ev_002365,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-02-09T08:57:00,2024-02-09T14:17:00,320,240,1,in_progress,1200,6400.0
ev_002366,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-07-28T12:02:00,2024-07-28T13:19:00,77,45,1,completed,800,1026.67
ev_002367,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-09-08T11:00:00,2024-09-08T11:29:00,29,30,0,completed,1200,580.0
ev_002368,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-12-12T12:29:00,2024-12-12T13:42:00,73,60,1,blocked,800,973.33
ev_002369,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-10-21T14:36:00,2024-10-21T19:52:00,316,240,1,blocked,1200,6320.0
ev_002370,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-03-29T16:34:00,2024-03-29T17:22:00,48,60,0,in_progress,1200,960.0
ev_002371,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-06-28T09:54:00,2024-06-28T11:41:00,107,120,0,blocked,1200,2140.0
ev_002372,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-03-04T15:17:00,2024-03-04T16:14:00,57,90,0,completed,1200,1140.0
ev_002373,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-02-24T14:53:00,2024-02-24T15:42:00,49,60,0,completed,800,653.33
ev_002374,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-09-16T15:13:00,2024-09-16T18:39:00,206,240,0,in_progress,1200,4120.0
ev_002375,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-04-29T11:25:00,2024-04-29T14:50:00,205,120,1,in_progress,800,2733.33
ev_002376,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_001,dept_procurement,2024-11-14T09:22:00,2024-11-14T09:50:00,28,30,0,blocked,1000,466.67
ev_002377,proc_procurement,Закупка оборудования,budget_check,Finance,emp_005,dept_finance,2024-07-21T10:22:00,2024-07-21T13:51:00,209,120,1,in_progress,800,2786.67
ev_002378,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-11-08T08:46:00,2024-11-08T09:37:00,51,60,0,in_progress,1000,850.0
ev_002379,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-05-23T09:01:00,2024-05-23T09:31:00,30,30,0,blocked,1000,500.0
ev_002380,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-03-22T12:23:00,2024-03-22T13:29:00,66,60,0,completed,1200,1320.0
ev_002381,proc_procurement,Закупка оборудования,req,IT Operations,emp_mgr_003,dept_itops,2024-12-31T17:19:00,2024-12-31T18:32:00,73,60,1,in_progress,1200,1460.0
ev_002382,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-03-18T14:16:00,2024-03-18T16:00:00,104,90,0,blocked,1000,1733.33
ev_002383,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_005,dept_finance,2024-07-10T09:31:00,2024-07-10T10:58:00,87,60,1,completed,1000,1450.0
ev_002384,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_mgr_002,dept_finance,2024-02-21T09:34:00,2024-02-21T10:00:00,26,60,0,completed,800,346.67
ev_002385,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-09-26T14:06:00,2024-09-26T14:48:00,42,45,0,completed,1200,840.0
ev_002386,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-01-29T10:49:00,2024-01-29T14:04:00,195,120,1,blocked,1000,3250.0
ev_002387,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_mgr_002,dept_finance,2024-03-10T09:36:00,2024-03-10T10:02:00,26,30,0,completed,800,346.67
ev_002388,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-11-05T13:01:00,2024-11-05T14:54:00,113,60,1,in_progress,800,1506.67
ev_002389,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-01-14T15:13:00,2024-01-14T16:06:00,53,45,0,completed,1200,1060.0
ev_002390,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-02-17T09:13:00,2024-02-17T10:14:00,61,90,0,in_progress,1200,1220.0
ev_002391,proc_procurement,Закупка оборудования,payment,Finance,emp_mgr_002,dept_finance,2024-02-08T18:24:00,2024-02-08T20:00:00,96,60,1,in_progress,1000,1600.0
ev_002392,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-27T15:07:00,2024-02-27T16:36:00,89,120,0,blocked,800,1186.67
ev_002393,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-05-11T12:15:00,2024-05-11T12:38:00,23,90,0,completed,1000,383.33
ev_002394,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-07-03T10:05:00,2024-07-03T16:23:00,378,240,1,completed,800,5040.0
ev_002395,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-10-27T12:48:00,2024-10-27T19:34:00,406,240,1,blocked,1200,8120.0
ev_002396,proc_procurement,Закупка оборудования,payment,Finance,emp_006,dept_finance,2024-06-05T15:51:00,2024-06-05T17:05:00,74,60,1,completed,1000,1233.33
ev_002397,proc_procurement,Закупка оборудования,budget_check,Finance,emp_005,dept_finance,2024-08-03T18:40:00,2024-08-03T20:02:00,82,120,0,in_progress,1000,1366.67
ev_002398,proc_procurement,Закупка оборудования,order,Procurement,emp_003,dept_procurement,2024-10-12T08:43:00,2024-10-12T12:42:00,239,180,1,in_progress,1200,4780.0
ev_002399,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-27T14:02:00,2024-02-27T15:38:00,96,120,0,in_progress,1200,1920.0
ev_002400,proc_procurement,Закупка оборудования,budget_check,Finance,emp_mgr_002,dept_finance,2024-10-03T14:48:00,2024-10-03T17:27:00,159,120,1,blocked,1200,3180.0
ev_002401,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-10-11T14:50:00,2024-10-11T18:09:00,199,120,1,completed,800,2653.33
ev_002402,proc_contract,Согласование контракта с клиентом,review,Finance,emp_004,dept_finance,2024-01-05T16:33:00,2024-01-05T18:17:00,104,120,0,in_progress,1000,1733.33
ev_002403,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-08-12T18:35:00,2024-08-12T19:51:00,76,60,1,completed,1000,1266.67
ev_002404,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-13T14:19:00,2024-02-13T16:38:00,139,120,0,in_progress,1200,2780.0
ev_002405,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-04-11T13:14:00,2024-04-11T13:50:00,36,30,0,in_progress,800,480.0
ev_002406,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-10-20T16:26:00,2024-10-20T17:08:00,42,30,1,in_progress,800,560.0
ev_002407,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-02-03T10:12:00,2024-02-03T10:33:00,21,30,0,completed,800,280.0
ev_002408,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-04-16T11:00:00,2024-04-16T13:01:00,121,60,1,completed,1200,2420.0
ev_002409,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-12-31T14:29:00,2024-12-31T16:59:00,150,90,1,blocked,1200,3000.0
ev_002410,proc_procurement,Закупка оборудования,req,IT Operations,emp_009,dept_itops,2024-03-01T14:51:00,2024-03-01T16:56:00,125,60,1,blocked,800,1666.67
ev_002411,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-04-30T10:43:00,2024-04-30T11:30:00,47,60,0,blocked,1200,940.0
ev_002412,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-07-17T08:34:00,2024-07-17T09:50:00,76,60,1,in_progress,1000,1266.67
ev_002413,proc_procurement,Закупка оборудования,payment,Finance,emp_mgr_002,dept_finance,2024-09-02T12:24:00,2024-09-02T13:24:00,60,60,0,blocked,1200,1200.0
ev_002414,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-05-07T14:07:00,2024-05-07T15:43:00,96,120,0,blocked,800,1280.0
ev_002415,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-09-24T09:20:00,2024-09-24T11:10:00,110,90,1,blocked,1000,1833.33
ev_002416,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-10-20T12:09:00,2024-10-20T14:58:00,169,120,1,completed,1200,3380.0
ev_002417,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-05T13:13:00,2024-02-05T14:33:00,80,120,0,completed,1000,1333.33
ev_002418,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_006,dept_finance,2024-05-25T17:56:00,2024-05-25T18:48:00,52,60,0,in_progress,1000,866.67
ev_002419,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-02-18T08:35:00,2024-02-18T10:05:00,90,90,0,completed,1200,1800.0
ev_002420,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-03-11T18:14:00,2024-03-11T19:32:00,78,60,1,blocked,1000,1300.0
ev_002421,proc_procurement,Закупка оборудования,budget_check,Finance,emp_mgr_002,dept_finance,2024-03-13T08:33:00,2024-03-13T10:04:00,91,120,0,blocked,1000,1516.67
ev_002422,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-07-02T18:12:00,2024-07-02T19:00:00,48,30,1,completed,800,640.0
ev_002423,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-01-05T12:05:00,2024-01-05T13:23:00,78,60,1,completed,1200,1560.0
ev_002424,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-12-17T14:04:00,2024-12-17T18:22:00,258,240,0,blocked,1000,4300.0
ev_002425,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-05-26T18:55:00,2024-05-26T21:33:00,158,120,1,in_progress,1200,3160.0
ev_002426,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-05-15T14:26:00,2024-05-15T16:06:00,100,60,1,completed,800,1333.33
ev_002427,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_mgr_002,dept_finance,2024-02-14T08:05:00,2024-02-14T08:46:00,41,60,0,completed,1200,820.0
ev_002428,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-02-15T10:01:00,2024-02-15T10:38:00,37,90,0,in_progress,1200,740.0
ev_002429,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-08-07T14:48:00,2024-08-07T16:51:00,123,240,0,blocked,1000,2050.0
ev_002430,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-06-05T18:11:00,2024-06-05T19:37:00,86,60,1,in_progress,1000,1433.33
ev_002431,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-01-13T09:39:00,2024-01-13T10:41:00,62,45,1,blocked,1200,1240.0
ev_002432,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-03-17T12:15:00,2024-03-17T13:03:00,48,45,0,in_progress,800,640.0
ev_002433,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-03-24T13:48:00,2024-03-24T16:17:00,149,120,1,blocked,800,1986.67
ev_002434,proc_contract,Согласование контракта с клиентом,review,Finance,emp_004,dept_finance,2024-09-17T14:54:00,2024-09-17T17:15:00,141,120,0,in_progress,1000,2350.0
ev_002435,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-05-21T09:59:00,2024-05-21T10:51:00,52,90,0,blocked,1000,866.67
ev_002436,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-08-30T15:53:00,2024-08-30T18:03:00,130,120,0,completed,1200,2600.0
ev_002437,proc_procurement,Закупка оборудования,budget_check,Finance,emp_006,dept_finance,2024-01-08T08:26:00,2024-01-08T11:08:00,162,120,1,blocked,1200,3240.0
ev_002438,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-03-05T11:20:00,2024-03-05T13:18:00,118,120,0,completed,1000,1966.67
ev_002439,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-07-12T16:09:00,2024-07-12T17:31:00,82,60,1,blocked,1000,1366.67
ev_002440,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-03-24T13:16:00,2024-03-24T15:11:00,115,120,0,completed,800,1533.33
ev_002441,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-05-24T18:52:00,2024-05-24T19:41:00,49,60,0,blocked,1000,816.67
ev_002442,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-08-25T11:00:00,2024-08-25T11:23:00,23,30,0,in_progress,800,306.67
ev_002443,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-12-12T17:50:00,2024-12-12T21:27:00,217,240,0,completed,1200,4340.0
ev_002444,proc_procurement,Закупка оборудования,payment,Finance,emp_006,dept_finance,2024-10-27T14:34:00,2024-10-27T17:13:00,159,60,1,in_progress,1000,2650.0
ev_002445,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-02-20T09:02:00,2024-02-20T12:11:00,189,240,0,in_progress,800,2520.0
ev_002446,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-05-06T08:07:00,2024-05-06T11:30:00,203,240,0,completed,1000,3383.33
ev_002447,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-09-11T10:06:00,2024-09-11T11:30:00,84,90,0,completed,800,1120.0
ev_002448,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-12-23T11:06:00,2024-12-23T11:49:00,43,60,0,blocked,1200,860.0
ev_002449,proc_procurement,Закупка оборудования,req,IT Operations,emp_007,dept_itops,2024-05-21T08:00:00,2024-05-21T08:51:00,51,60,0,completed,800,680.0
ev_002450,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-10-28T15:48:00,2024-10-28T20:52:00,304,180,1,in_progress,800,4053.33
ev_002451,proc_procurement,Закупка оборудования,order,Procurement,emp_002,dept_procurement,2024-06-30T18:45:00,2024-06-30T22:00:00,195,180,0,blocked,1000,3250.0
ev_002452,proc_procurement,Закупка оборудования,payment,Finance,emp_006,dept_finance,2024-11-21T15:52:00,2024-11-21T16:23:00,31,60,0,in_progress,800,413.33
ev_002453,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-08-12T13:14:00,2024-08-12T13:54:00,40,60,0,in_progress,800,533.33
ev_002454,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-08-29T10:49:00,2024-08-29T11:39:00,50,60,0,completed,1200,1000.0
ev_002455,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_004,dept_finance,2024-07-31T09:27:00,2024-07-31T10:13:00,46,30,1,blocked,1000,766.67
ev_002456,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_005,dept_finance,2024-12-12T17:56:00,2024-12-12T18:59:00,63,60,0,blocked,1000,1050.0
ev_002457,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-03-02T16:12:00,2024-03-02T17:49:00,97,60,1,in_progress,1200,1940.0
ev_002458,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-05-26T16:00:00,2024-05-26T16:46:00,46,60,0,blocked,1200,920.0
ev_002459,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-09-13T08:00:00,2024-09-13T09:04:00,64,60,0,completed,800,853.33
ev_002460,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-03-24T09:25:00,2024-03-24T09:59:00,34,30,0,in_progress,1200,680.0
ev_002461,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-08-21T12:25:00,2024-08-21T13:08:00,43,60,0,blocked,1200,860.0
ev_002462,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-11-13T09:15:00,2024-11-13T12:04:00,169,240,0,in_progress,1200,3380.0
ev_002463,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-01-29T09:53:00,2024-01-29T10:26:00,33,30,0,completed,800,440.0
ev_002464,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-04-11T13:02:00,2024-04-11T15:03:00,121,90,1,blocked,1200,2420.0
ev_002465,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-04-18T09:39:00,2024-04-18T14:08:00,269,240,0,blocked,1000,4483.33
ev_002466,proc_procurement,Закупка оборудования,budget_check,Finance,emp_004,dept_finance,2024-01-06T12:58:00,2024-01-06T15:25:00,147,120,1,in_progress,1200,2940.0
ev_002467,proc_procurement,Закупка оборудования,req,IT Operations,emp_009,dept_itops,2024-04-27T08:09:00,2024-04-27T09:45:00,96,60,1,blocked,1000,1600.0
ev_002468,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-07-25T11:14:00,2024-07-25T12:45:00,91,60,1,blocked,1000,1516.67
ev_002469,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-02-17T08:20:00,2024-02-17T08:57:00,37,45,0,in_progress,1000,616.67
